0	7.43
1000	7.16
2000	6.88
3000	6.59
4000	6.29
5000	5.99
6000	5.68
7000	5.36
8000	5.05
9000	4.73
10000	4.42
11000	4.11
12000	3.80
13000	3.50
14000	3.21
15000	2.93
16000	2.65
17000	2.39
18000	2.14
19000	1.90
20000	1.68
21000	1.48
22000	1.29
23000	1.12
24000	0.97
25000	0.84
26000	0.73
27000	0.64
28000	0.57
29000	0.53
30000	0.50
31000	0.50
32000	0.52
33000	0.56
34000	0.63
35000	0.71
36000	0.82
37000	0.94
38000	1.09
39000	1.26
40000	1.44
41000	1.64
42000	1.86
43000	2.09
44000	2.34
45000	2.60
46000	2.87
47000	3.16
48000	3.45
49000	3.75
50000	4.05
51000	4.36
52000	4.67
53000	4.99
54000	5.30
55000	5.62
56000	5.93
57000	6.23
58000	6.53
59000	6.83
60000	7.11
61000	7.38
62000	7.64
63000	7.89
64000	8.12
65000	8.34
66000	8.55
67000	8.73
68000	8.90
69000	9.05
70000	9.17
71000	9.28
72000	9.37
73000	9.43
74000	9.48
75000	9.50
76000	9.50
77000	9.47
78000	9.43
79000	9.36
80000	9.28
81000	9.17
82000	9.04
83000	8.89
84000	8.72
85000	8.54
86000	8.33
87000	8.11
88000	7.88
89000	7.63
90000	7.37
91000	7.09
92000	6.81
93000	6.52
94000	6.22
95000	5.91
96000	5.60
97000	5.29
98000	4.97
99000	4.66
100000	4.35
101000	4.04
102000	3.73
103000	3.43
104000	3.14
105000	2.86
106000	2.59
107000	2.33
108000	2.08
109000	1.85
110000	1.63
111000	1.43
112000	1.25
113000	1.08
114000	0.94
115000	0.81
116000	0.71
117000	0.62
118000	0.56
119000	0.52
