13	6.80
20	10.00
23	10.00
36	10.00
68	8.90
92	10.00
107	9.00
125	2.30
153	8.80
186	10.00
236	10.00
245	8.00
267	7.40
273	2.40
281	8.80
288	9.00
318	8.80
321	7.10
327	8.80
346	7.20
433	10.00
439	10.00
462	8.20
472	7.30
477	10.00
495	9.80
509	10.00
595	1.90
599	8.60
611	7.50
656	4.70
660	10.00
683	9.10
688	8.60
726	8.40
773	8.80
821	9.10
857	7.00
905	7.70
934	10.00
962	8.10
976	2.20
1096	8.00
1134	6.00
1168	3.60
1175	5.90
1196	2.80
1200	7.90
1215	10.00
1246	1.10
1251	10.00
1359	5.90
1369	10.00
1401	8.70
1432	10.00
1436	0.50
1450	9.90
1470	10.00
1511	10.00
1546	9.40
1568	10.00
1589	8.30
1604	1.90
1616	7.10
1649	5.20
1695	10.00
1704	8.50
1711	9.30
1732	8.20
1755	7.20
1765	7.10
1767	10.00
1808	8.10
1875	5.80
1896	3.50
1915	6.40
1967	2.50
1968	9.90
1982	2.00
1988	3.60
2007	9.50
2009	7.60
2022	7.40
2050	6.80
2173	3.70
2174	8.10
2175	2.70
2241	8.90
2388	10.00
2416	5.80
2421	2.40
2423	8.20
2459	10.00
2489	7.40
2515	7.10
2534	7.50
2538	6.50
2546	5.70
2574	7.90
2588	10.00
2636	6.30
2687	8.80
2688	8.90
2697	7.60
2730	7.80
2777	10.00
2797	10.00
2839	4.50
2849	9.00
2875	9.10
2881	8.20
2882	9.00
2888	8.20
2893	8.80
2896	5.40
2900	9.90
2926	9.60
2933	8.80
2948	6.40
2964	10.00
2968	7.20
2987	9.40
3076	8.50
3094	7.60
3111	8.80
3132	6.60
3177	7.80
3202	8.30
3231	8.70
3239	6.90
3249	9.20
3265	7.20
3369	10.00
3385	8.40
3456	8.30
3460	7.20
3472	9.90
3499	6.70
3505	8.50
3510	8.20
3516	3.50
3525	7.30
3580	8.10
3584	10.00
3589	10.00
3593	4.10
3674	9.40
3714	9.20
3716	10.00
3763	7.20
3774	7.50
3792	2.60
3795	8.90
3815	3.80
3851	9.00
3862	6.90
3868	7.80
3916	6.60
3949	10.00
3987	3.70
4012	4.70
4055	8.00
4103	7.60
4125	8.50
4153	8.30
4158	9.70
4166	9.00
4176	7.70
4189	8.40
4311	10.00
4314	8.40
4395	10.00
4417	6.70
4453	7.30
4473	10.00
4489	9.30
4491	8.00
4498	10.00
4500	5.40
4560	6.20
4566	4.00
4567	8.70
4603	10.00
4656	8.10
4759	7.40
4769	8.50
4774	8.10
4818	10.00
4824	10.00
4871	10.00
4876	10.00
4905	8.10
4939	10.00
4991	8.80
4994	8.90
5004	4.60
5034	7.70
5041	7.20
5045	0.00
5121	10.00
5141	7.40
5175	4.20
5196	7.90
5214	2.00
5216	8.90
5277	10.00
5303	8.00
5306	10.00
5355	8.60
5396	10.00
5425	10.00
5483	10.00
5486	8.10
5517	9.50
5518	6.90
5540	8.40
5568	8.40
5569	10.00
5589	4.70
5640	7.40
5644	5.30
5695	8.80
5758	10.00
5773	8.00
5783	6.30
5813	5.60
5864	9.00
5876	9.70
5879	3.80
5909	7.90
5910	9.50
5998	10.00
6013	6.70
6029	9.60
6109	10.00
6134	8.20
6171	7.40
6173	7.60
6175	7.80
6233	9.60
6241	5.90
6245	9.40
6281	9.90
6313	7.50
6383	10.00
6425	10.00
6435	10.00
6461	8.80
6474	6.60
6479	0.50
6482	9.70
6504	10.00
6516	10.00
6523	7.00
6532	9.20
6616	9.80
6640	10.00
6664	6.80
6666	10.00
6675	5.90
6677	8.10
6777	9.10
6803	7.50
6814	9.30
6827	5.10
6879	6.20
6896	9.90
6909	9.40
6919	1.70
6922	4.70
6960	7.50
6971	8.00
6977	8.30
6997	9.60
7006	0.00
7036	8.20
7037	6.80
7049	1.60
7055	6.60
7086	7.20
7116	6.20
7129	10.00
7188	7.30
7269	10.00
7279	6.50
7282	9.30
7285	9.60
7286	9.30
7290	5.10
7306	8.80
7309	10.00
7311	10.00
7413	5.10
7426	2.70
7431	10.00
7434	7.10
7443	6.60
7458	10.00
7476	10.00
7480	7.60
7559	8.50
7574	4.20
7583	7.00
7596	8.80
7638	7.20
7687	10.00
7705	10.00
7709	8.00
7724	6.90
7764	7.70
7785	10.00
7814	10.00
7825	7.10
7874	7.70
7923	7.60
7961	9.60
7962	7.40
8057	6.90
8079	7.70
8082	8.00
8084	7.40
8124	8.20
8155	8.30
8163	9.10
8197	5.90
8220	10.00
8235	9.50
8258	8.40
8294	6.40
8367	9.50
8369	7.80
8416	10.00
8419	7.80
8473	8.00
8499	8.00
8503	6.50
8522	2.70
8539	7.10
8600	7.40
8612	10.00
8623	7.30
8636	6.30
8677	10.00
8679	8.00
8697	6.90
8701	7.20
8730	10.00
8757	6.20
8767	6.30
8775	7.40
8796	7.90
8812	8.00
8814	6.20
8818	7.50
8845	6.60
8885	6.80
8892	0.90
8894	7.60
8898	10.00
8940	8.90
8954	7.40
8961	7.70
8972	10.00
9011	6.20
9019	8.10
9027	3.60
9053	3.40
9074	4.80
9076	7.50
9077	0.70
9109	9.80
9162	5.70
9181	9.50
9182	6.50
9431	6.30
9436	0.80
9454	9.70
9556	4.70
9575	9.10
9583	8.30
9625	8.90
9664	4.60
9681	7.80
9682	6.10
9719	9.80
9760	8.40
9780	10.00
9821	10.00
9861	2.80
9883	5.40
9895	4.10
9902	5.90
9936	5.60
9994	9.80
10028	2.50
10052	6.90
10056	7.70
10058	10.00
10082	4.90
10090	10.00
10119	6.30
10204	7.00
10209	10.00
10210	8.40
10256	7.90
10262	7.00
10299	9.10
10305	6.30
10337	6.90
10345	5.60
10369	5.50
10382	10.00
10424	7.10
10466	10.00
10472	4.30
10486	10.00
10509	6.30
10512	7.00
10522	0.30
10524	7.10
10525	7.80
10528	9.40
10573	1.70
10576	6.20
10582	6.00
10611	6.80
10636	6.90
10659	4.90
10667	9.40
10672	4.10
10689	10.00
10749	10.00
10765	9.70
10773	10.00
10809	5.90
10868	6.40
10902	5.20
10906	7.90
10959	3.80
10978	6.30
10983	6.90
11027	3.30
11036	7.20
11053	10.00
11061	5.20
11094	5.90
11097	7.30
11119	4.50
11225	7.60
11285	6.70
11291	6.70
11308	6.70
11354	6.70
11385	7.20
11419	7.30
11440	8.50
11458	7.70
11490	8.20
11530	3.80
11602	8.80
11658	3.70
11683	8.10
11702	5.00
11723	4.90
11725	6.10
11795	7.70
11853	1.60
12013	8.30
12025	7.60
12028	10.00
12043	7.60
12052	5.30
12071	8.10
12094	7.00
12103	5.30
12135	3.10
12168	7.20
12244	5.50
12249	5.80
12310	7.10
12336	6.80
12343	4.90
12353	10.00
12367	6.60
12375	2.90
12501	10.00
12503	9.70
12532	10.00
12583	6.40
12619	5.50
12687	4.50
12709	4.60
12714	10.00
12762	8.80
12768	7.20
12872	4.30
12887	7.10
12967	8.00
12987	6.20
13040	4.50
13046	9.50
13078	7.40
13101	4.00
13161	5.90
13209	5.70
13240	5.90
13263	8.40
13425	9.70
13441	8.00
13484	2.60
13553	7.10
13741	6.50
13768	6.70
13784	8.60
13788	9.10
13816	7.20
13865	5.70
13878	3.20
13883	7.80
13919	2.90
13937	3.80
13954	7.70
13997	8.00
14012	10.00
14033	7.20
14038	7.70
14079	6.40
14086	6.70
14100	3.00
14133	7.10
14175	7.50
14244	7.50
14280	6.50
14302	10.00
14329	8.20
14339	6.80
14340	5.20
14349	5.60
14401	8.40
14437	9.40
14444	6.60
14463	5.90
14471	6.90
14511	10.00
14536	6.50
14541	5.90
14548	8.30
14628	1.90
14676	10.00
14722	0.00
14732	4.30
14736	10.00
14744	1.20
14750	6.30
14767	8.60
14809	8.50
14815	7.80
14826	7.10
14877	8.20
14883	9.00
14894	2.30
14942	7.60
14947	8.00
14950	7.50
14972	7.90
15015	5.60
15031	6.70
15033	5.70
15045	6.60
15103	9.40
15116	8.40
15151	7.90
15175	3.50
15179	4.80
15229	5.70
15237	7.00
15299	7.00
15326	3.20
15352	0.40
15400	4.50
15409	1.90
15453	6.50
15483	9.10
15539	5.60
15540	6.70
15679	7.70
15700	10.00
15771	6.40
15795	10.00
15797	2.60
15833	8.10
15852	5.70
15871	5.10
15873	4.60
15909	10.00
15917	3.90
15918	4.50
15920	5.70
15930	5.20
15933	6.50
15937	5.40
16034	7.80
16056	4.60
16094	6.40
16103	7.70
16199	6.20
16247	10.00
16258	6.60
16282	6.60
16327	4.70
16346	8.10
16398	4.00
16408	5.10
16414	7.80
16433	5.90
16445	5.40
16459	7.30
16480	4.70
16487	5.60
16492	1.90
16540	8.00
16574	0.00
16606	6.40
16614	7.40
16638	6.30
16639	3.90
16653	5.30
16674	5.70
16691	7.00
16712	5.20
16775	6.10
16808	10.00
16926	7.20
16989	5.90
17013	8.60
17098	7.30
17147	4.50
17162	5.00
17163	6.90
17168	2.50
17179	5.30
17186	6.00
17209	7.60
17278	7.10
17342	5.70
17353	6.00
17383	3.30
17444	6.00
17460	10.00
17477	8.60
17480	5.80
17481	5.60
17497	2.00
17546	5.20
17569	4.40
17593	6.20
17652	5.10
17698	6.20
17712	6.40
17757	9.10
17774	7.90
17783	7.20
17792	6.90
17818	5.10
17844	4.40
17860	6.20
17881	4.40
17902	6.00
17985	7.00
18048	0.00
18100	6.50
18117	6.30
18184	7.00
18186	8.90
18194	6.40
18199	4.40
18243	6.60
18250	6.60
18269	4.20
18286	6.20
18291	3.50
18295	5.40
18319	4.30
18334	3.40
18341	4.70
18372	4.70
18374	8.80
18382	5.90
18390	7.50
18416	6.10
18433	8.30
18437	6.90
18450	0.00
18535	3.50
18539	5.30
18607	7.60
18642	4.70
18675	3.50
18677	6.40
18685	5.30
18704	8.70
18720	6.40
18726	1.40
18760	6.40
18810	2.50
18815	4.00
18850	4.00
18871	5.80
18895	2.70
18897	7.60
18905	2.60
18918	3.40
18944	1.20
18961	4.70
18974	5.50
18986	6.60
18995	2.80
18999	4.30
19002	5.40
19032	6.40
19046	9.70
19075	6.10
19082	6.30
19086	6.00
19095	7.00
19104	1.70
19126	6.10
19201	10.00
19216	2.60
19230	3.40
19324	8.40
19326	5.70
19417	5.40
19430	6.80
19440	9.20
19447	5.20
19487	2.50
19489	5.30
19495	3.80
19511	9.00
19516	4.80
19572	0.50
19637	0.00
19684	5.40
19713	5.40
19729	3.60
19732	6.00
19758	6.10
19762	5.00
19780	5.80
19812	5.40
19814	4.20
19830	2.50
19861	5.30
19871	4.00
19886	1.70
19937	7.20
19944	3.80
19976	4.40
20044	2.70
20105	3.30
20220	6.50
20257	3.80
20265	6.10
20288	6.10
20311	2.70
20332	9.70
20368	2.50
20464	4.90
20475	6.50
20507	5.80
20511	6.60
20538	7.00
20562	8.60
20608	7.10
20730	5.10
20734	6.70
20808	9.60
20830	4.50
20896	3.90
20955	5.10
20960	1.90
20981	4.80
21010	5.20
21035	9.30
21038	6.70
21041	6.90
21120	4.60
21149	2.80
21153	6.10
21249	10.00
21291	5.90
21313	3.90
21352	4.20
21358	5.70
21360	5.60
21382	3.90
21397	4.60
21405	3.90
21432	4.60
21444	1.30
21447	6.70
21453	3.70
21473	7.20
21533	5.80
21617	3.90
21640	5.20
21739	5.70
21755	7.50
21768	4.70
21790	6.20
21839	3.90
21841	3.90
21903	5.00
21935	4.80
22012	4.10
22029	6.30
22043	8.10
22057	0.00
22066	4.70
22082	4.60
22089	9.90
22105	5.70
22109	5.20
22143	5.30
22147	3.60
22204	5.40
22240	1.10
22255	5.80
22340	4.50
22349	6.30
22394	4.90
22405	3.70
22411	4.90
22416	5.00
22430	3.30
22437	4.10
22453	3.80
22496	4.10
22529	8.30
22532	5.10
22535	5.50
22537	5.20
22543	4.80
22581	5.90
22586	10.00
22617	7.20
22624	7.30
22690	6.10
22738	5.10
22751	6.20
22759	2.40
22859	3.70
22863	6.10
22876	5.60
22899	8.50
22926	2.60
23059	7.40
23071	2.50
23072	4.90
23101	10.00
23104	4.50
23110	7.40
23138	6.20
23179	9.60
23202	3.90
23212	5.80
23324	5.20
23406	4.70
23430	10.00
23456	4.30
23531	3.50
23578	0.20
23586	1.70
23604	3.30
23651	4.40
23686	6.90
23695	4.20
23704	5.60
23715	0.00
23734	5.00
23738	3.20
23762	4.70
23765	3.60
23773	5.10
23796	6.00
23797	0.90
23847	1.60
23860	2.30
23904	3.50
23947	4.20
23963	3.90
23992	2.70
24018	5.30
24099	9.10
24154	6.30
24207	9.50
24222	5.00
24234	7.80
24239	4.90
24260	4.90
24282	2.30
24287	4.40
24303	4.60
24331	5.70
24345	3.90
24451	9.90
24471	4.30
24485	5.00
24565	3.30
24580	3.80
24590	4.30
24669	3.80
24678	1.50
24709	5.30
24710	4.70
24741	4.40
24801	1.90
24880	5.20
24881	4.60
24937	5.10
24952	3.90
24962	2.40
24979	3.30
24995	1.20
25060	0.90
25061	1.10
25100	4.20
25102	0.00
25103	1.90
25159	3.80
25167	5.30
25194	4.30
25234	6.10
25242	5.50
25255	3.30
25257	3.90
25285	2.50
25323	0.00
25382	0.10
25384	4.30
25402	4.10
25442	5.10
25517	0.00
25542	5.30
25591	6.60
25621	2.30
25623	4.10
25658	2.20
25688	4.90
25693	3.60
25705	8.70
25728	2.80
25747	3.80
25753	5.20
25774	4.70
25800	4.40
25827	9.10
25829	6.00
25841	3.40
25845	1.80
25861	3.30
25870	4.10
25910	0.50
25916	9.60
25925	5.30
25926	5.70
25934	9.50
26008	3.60
26014	2.50
26037	5.70
26094	4.00
26113	5.30
26149	5.00
26185	8.10
26191	0.00
26208	3.00
26238	2.40
26253	3.40
26256	4.20
26271	5.10
26294	4.20
26303	3.20
26324	3.40
26354	8.50
26366	8.60
26378	3.10
